num,title
405,International Journal of Knowledge-based Development
137,Creativity Research Journal
404,International Journal of Knowledge Management Studies
40,American Journal of Health Promotion
807,MIT Sloan Management Review
80,Bar. Brazilian Administration Review
994,Sustainable Development
392,International Journal of Injury Control and Safety Promotion
937,Revista De Cercetare Si Interventie Sociala
915,Research in Accounting Regulation
484,International Review of Financial Analysis
293,Indian Journal of Corporate Governance
285,Humanomics
567,Journal of Data and Information Science
797,Leadership in health services
607,Journal of Financial Economics
466,International Journal of Technology Intelligence and Planning
140,Croatian Operational Research Review
14,Accounting Education
289,IET Intelligent Transport Systems
928,Review of European Studies
273,"Higher Education, Skills and Work-based Learning"
809,Management Accounting Research
265,Group Decision and Negotiation
1109,Universal Journal of Educational Research
661,Journal of Internet Commerce
61,Asian Academy of Management Journal of Accounting and Finance
1098,Transportation Research Interdisciplinary Perspectives
893,Public Organization Review
896,Public Policy and Administration
173,Economy of region
975,South African Journal of Economic and Management Sciences
112,Chinese Journal of Communication
60,Asian Academy of Management Journal
969,Social and Environmental Accountability Journal
584,Journal of Educational and Social Research
826,Managing Service Quality
117,Cogent Social Sciences
712,Journal of Political Marketing
977,Spanish Journal of Marketing - ESIC
219,European Journal of Law and Economics
644,Journal of Innovation and Entrepreneurship
185,Employee Responsibilities and Rights Journal
854,Operations Research and Decisions
575,Journal of Economic Geography
888,Psychological Reports
953,Scientific Annals of Economics and Business
1021,The Finance
600,Journal of Evolutionary Economics
867,Personality and Individual Differences
175,Education Sciences
679,Journal of Management Studies
912,Research Evaluation
309,Information Technology for Development
837,Medical Education
0,4OR
450,"International Journal of Services, Economics and Management"
898,Public Transport
135,Corporate Reputation Review
323,International Forestry Review
457,International Journal of Strategic Communication
521,Journal of Applied Statistics
625,Journal of Happiness Studies
125,Computational and Mathematical Organization Theory
32,Africa Journal of Management
483,International Review of Administrative Sciences
559,Journal of Consumer Policy
1074,Theoretical Issues in Ergonomics Science
1044,The Journal of Hospitality Financial Management
496,Investment Analysts Journal
129,Contemporary engineering sciences
213,European Economic Review
804,Local Environment
263,Global Trade and Customs Journal
863,Organizational Research Methods
99,Business and Professional Communication Quarterly
598,Journal of Environmental Psychology
26,Administrative Science Quarterly
206,Eurasian Business Review
253,GeoJournal of Tourism and Geosites
517,Journal of Applied Communication Research
477,International Journal of Work Organisation and Emotion
259,Global Business and Organizational Excellence
274,"Housing, Care and Support"
270,Health Marketing Quarterly
98,Business and Economic Horizons
1046,The Journal of Information and Computational Science
1033,The Journal of Academic Librarianship
539,Journal of Business and Entrepreneurship
574,Journal of Economic Behavior and Organization
1132,iranian economic review
827,Managing Sport and Leisure
668,Journal of Library Administration
650,Journal of International Accounting Research
93,Business Information Review
793,Latin American Business Review
314,Interactive Learning Environments
327,International Journal of Applied Management Science
767,Journal of food distribution research
479,International Journal of the Economics of Business
645,Journal of Integrated Care
1067,The Serials Librarian
965,Social Media + Society
33,African Journal of Economic and Management Studies
1116,WMU Journal of Maritime Affairs
239,Fashion and Textiles
166,Economic Systems
790,Kuram Ve Uygulamada Egitim Bilimleri
777,Journal of the Association for Consumer Research
938,Risk Management
998,TOP
408,International Journal of Learning and Change
471,International Journal of Tourism Policy
149,Design Studies
693,Journal of Media Business Studies
1119,Wine Economics and Policy
622,Journal of Global Optimization
702,Journal of Organization Design
122,Communication Studies
675,Journal of Management Education
640,Journal of Information Science
1036,The Journal of Agricultural Extension
151,Development in Practice
746,Journal of Sport Management
494,International journal of information and management sciences
802,Library Philosophy and Practice
545,Journal of Children's Services
563,Journal of Corporate Law Studies
251,Futures
973,Socio-economic Planning Sciences
659,Journal of International Money and Finance
475,International Journal of Value Chain Management
225,European Journal of Transport and Infrastructure Research
587,Journal of Emerging Technologies in Accounting
935,Review of World Economics
566,Journal of Cultural Heritage Management and Sustainable Development
733,Journal of Science and Technology Policy Management
100,Business: Theory and Practice
502,Journal of Accounting Education
590,Journal of Enterprise Transformation
396,International Journal of Innovation and Sustainable Development
1058,The Journal of Wealth Management
970,Social media and society
594,Journal of Entrepreneurship in Emerging Economies
74,Australasian Journal of Educational Technology
356,International Journal of Economic Policy in Emerging Economies
719,Journal of Public Relations Research
654,Journal of International Entrepreneurship
755,Journal of Tourism and Cultural Change
89,Built Environment Project and Asset Management
884,Program
294,Indian Journal of Economics and Development
31,Advances in psychology
853,Operations Research Perspectives
